molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism,pIC50
CHEMBL3633121,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2ccc3c(c2)OCO3)C(C)C)C(C)C)ccc1OC.Cl,IC50,11.0,nM,B,Homo sapiens,Homo sapiens,7.959
CHEMBL3633131,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(-c3ccccc3)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,5.0,nM,B,Homo sapiens,Homo sapiens,8.301
CHEMBL1824645,COc1cc2c(cn1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,IC50,328.0,nM,B,Homo sapiens,Homo sapiens,6.484
CHEMBL1824898,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2cnc(O)cc2n1C1CCCCC1,IC50,37.0,nM,B,Homo sapiens,Homo sapiens,7.432
CHEMBL1824896,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1C1CCCCC1,IC50,98.0,nM,B,Homo sapiens,Homo sapiens,7.009
CHEMBL1824649,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1-c1ccccc1,IC50,88.0,nM,B,Homo sapiens,Homo sapiens,7.056
CHEMBL1824638,Cc1c(F)cccc1Oc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,IC50,181.0,nM,B,Homo sapiens,Homo sapiens,6.742
CHEMBL1818039,CNC[C@H](CC(C)C)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Oc2ccccc2)C1,IC50,8.8,nM,B,Homo sapiens,Homo sapiens,8.056
CHEMBL2024248,CNC[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.42,nM,B,Homo sapiens,Homo sapiens,9.377
CHEMBL557063,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,5.0,nM,B,Homo sapiens,Homo sapiens,8.301
CHEMBL550005,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(CC)c(OCCCOC)c1)C(C)C)C(C)C,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL550412,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(Cc1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,14.0,nM,B,Homo sapiens,Homo sapiens,7.854
CHEMBL2017113,COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,IC50,0.67,nM,B,Homo sapiens,Homo sapiens,9.174
CHEMBL3674434,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(CC(C)C)c2cc(OC)c(C(C)C)cn2)C1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL3674428,CCOC[C@@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1)C1CCCCC1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL4110011,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2cnn(C)c12,IC50,67.0,nM,B,Homo sapiens,Homo sapiens,7.174
CHEMBL4209579,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CN)C2)c1,IC50,63.0,nM,B,Homo sapiens,Homo sapiens,7.201
CHEMBL3963709,COCCCn1ncc2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,12.0,nM,B,Homo sapiens,Homo sapiens,7.921
CHEMBL4110190,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1OCC2,IC50,8.1,nM,B,Homo sapiens,Homo sapiens,8.092
CHEMBL3921159,COc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)nc2ccccc12,IC50,72.0,nM,B,Homo sapiens,Homo sapiens,7.143
CHEMBL4107971,COCCCn1nc(C)c2c(Cl)cc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,41.0,nM,B,Homo sapiens,Homo sapiens,7.387
CHEMBL4126556,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cnc1C(C)(C)C,IC50,48.0,nM,B,Homo sapiens,Homo sapiens,7.319
CHEMBL3916704,COCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(N)=O)C1,IC50,4.5,nM,B,Homo sapiens,Homo sapiens,8.347
CHEMBL3961799,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)[C@H]1CCCNC1,IC50,4.6,nM,B,Homo sapiens,Homo sapiens,8.337
CHEMBL3959431,COC(=O)[C@@H]1CNC[C@@H](N(CC(C)C)C(=O)c2cnc(C(C)(C)C)nc2NCc2ccco2)C1,IC50,3.3,nM,B,Homo sapiens,Homo sapiens,8.481
CHEMBL1231601,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CC(C)(C)CC(=O)N1C[C@H](C(=O)OC)Cc2ccccc21,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL2048578,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)cc(F)c2)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,5.5,nM,B,Homo sapiens,Homo sapiens,8.26
CHEMBL2048702,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(C)C.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL3633136,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C(C)O)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.1,nM,B,Homo sapiens,Homo sapiens,8.959
CHEMBL3633137,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C3(O)CCCC3)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,5.2,nM,B,Homo sapiens,Homo sapiens,8.284
CHEMBL1923112,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccccc1Cl)C1CC1,IC50,7.1,nM,B,Homo sapiens,Homo sapiens,8.149
CHEMBL1923125,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2cccnc12)C1CC1,IC50,0.7,nM,B,Homo sapiens,Homo sapiens,9.155
CHEMBL1923132,COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens,9.301
CHEMBL557064,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(/C=C/CCOC)c1)C(C)C,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL550673,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(Br)c(OCCCOC)c1)C(C)C,IC50,8.0,nM,B,Homo sapiens,Homo sapiens,8.097
CHEMBL4109947,COCCCn1nc(C)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,1.2,nM,B,Homo sapiens,Homo sapiens,8.921
CHEMBL4109537,COCCCOc1cc(OC)cc(C(C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL3952511,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OC,IC50,240.0,nM,B,Homo sapiens,Homo sapiens,6.62
CHEMBL4115537,COCCCn1ccc2ncc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,28.0,nM,B,Homo sapiens,Homo sapiens,7.553
CHEMBL2048575,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cccc(F)c2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL2048569,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.2,nM,B,Homo sapiens,Homo sapiens,8.658
CHEMBL2048565,COCCCOc1ccccc1N1CCN(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)(C)C1=O.O=C(O)/C=C/C(=O)O,IC50,170.0,nM,B,Homo sapiens,Homo sapiens,6.77
CHEMBL2048568,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,3.1,nM,B,Homo sapiens,Homo sapiens,8.509
CHEMBL2048571,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL2048576,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL2048701,COc1ccc(Cl)c(N2CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC2=O)c1.O=C(O)/C=C/C(=O)O,IC50,2.4,nM,B,Homo sapiens,Homo sapiens,8.62
CHEMBL371426,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3ccccc3c2)cc1,IC50,54.0,nM,B,Homo sapiens,Homo sapiens,7.268
CHEMBL1910286,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccccc2)C2CC2)cc(OCCOC)c1,IC50,990.0,nM,B,Homo sapiens,Homo sapiens,6.004
CHEMBL1910291,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(Cl)c(F)c2)C2CC2)cc(OCCOC)c1,IC50,120.0,nM,B,Homo sapiens,Homo sapiens,6.921
CHEMBL1910296,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1,IC50,1.1,nM,B,Homo sapiens,Homo sapiens,8.959
CHEMBL1910319,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1,IC50,0.04,nM,B,Homo sapiens,Homo sapiens,10.398
CHEMBL1256493,CC(=O)NCCCc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,IC50,0.97,nM,B,Homo sapiens,Homo sapiens,9.013
CHEMBL3674429,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(CC(C)C)c2cc(OCCCOC)c(C(C)C)cn2)C1,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL2048570,Cc1ccccc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1=O.O=C(O)/C=C/C(=O)O,IC50,1.7,nM,B,Homo sapiens,Homo sapiens,8.77
CHEMBL2017108,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)O,IC50,4.5,nM,B,Homo sapiens,Homo sapiens,8.347
CHEMBL3936161,COCCCn1nc(C)c2c(F)cc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,21.0,nM,B,Homo sapiens,Homo sapiens,7.678
CHEMBL3905295,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cc(F)cnc21,IC50,8.4,nM,B,Homo sapiens,Homo sapiens,8.076
CHEMBL2419039,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,IC50,5.2,nM,B,Homo sapiens,Homo sapiens,8.284
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens,10.046
CHEMBL1257460,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3Cl)cc2)c(Cl)c1,IC50,764.0,nM,B,Homo sapiens,Homo sapiens,6.117
CHEMBL1818062,COC(=O)NCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens,9.301
CHEMBL3674433,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O)C(C)C,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL3318942,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)c(OCCCOC)n2)C2CC2)C1.Cl,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL3674431,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1)C(C)C,IC50,0.9,nM,B,Homo sapiens,Homo sapiens,9.046
CHEMBL4098706,CCc1nc(N)cc(C)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,IC50,69.0,nM,B,Homo sapiens,Homo sapiens,7.161
CHEMBL3318950,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL3318945,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL3318938,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)Nc3c(C)cccc3OC)C2)C2CC2)c2ccccc21,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL3403981,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Oc2ccc(C(F)(F)F)cc2)C(C)C)ccc1OC,IC50,450.0,nM,B,Homo sapiens,Homo sapiens,6.347
CHEMBL1923128,CCN(CC)CCCc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL1923126,O=C1O[C@@]2(CCNC[C@@H]2C(=O)N(Cc2cccc(C(F)(F)F)c2Cl)C2CC2)c2cc(F)c(F)cc21,IC50,49.0,nM,B,Homo sapiens,Homo sapiens,7.31
CHEMBL1923124,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccnc2ccccc12)C1CC1,IC50,7.1,nM,B,Homo sapiens,Homo sapiens,8.149
CHEMBL1923108,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCCc2ccccc23)C2CC2)cc(OCCOC)c1,IC50,390.0,nM,B,Homo sapiens,Homo sapiens,6.409
CHEMBL1923120,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2ccccc12)C1CC1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL1923123,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1nccc2ccccc12)C1CC1,IC50,1.5,nM,B,Homo sapiens,Homo sapiens,8.824
CHEMBL1923130,COCCCc1cc(CCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.3,nM,B,Homo sapiens,Homo sapiens,9.523
CHEMBL4108760,COCCOCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccccc21,IC50,16.0,nM,B,Homo sapiens,Homo sapiens,7.796
CHEMBL4113434,COCCCOc1cc(OC)cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1,IC50,7.3,nM,B,Homo sapiens,Homo sapiens,8.137
CHEMBL1910293,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cc(F)cc(F)c2)C2CC2)cc(OCCOC)c1,IC50,230.0,nM,B,Homo sapiens,Homo sapiens,6.638
CHEMBL1910302,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)cn(CCCOC)c12,IC50,0.04,nM,B,Homo sapiens,Homo sapiens,10.398
CHEMBL1910315,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccccc2)c2cccc(F)c12)C1CC1,IC50,1.7,nM,B,Homo sapiens,Homo sapiens,8.77
CHEMBL1910320,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(F)c(F)c2)c2cccc(F)c12)C1CC1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens,10.046
CHEMBL1910545,Cc1ccc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)cn1,IC50,48.0,nM,B,Homo sapiens,Homo sapiens,7.319
CHEMBL604248,CCC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens,7.678
CHEMBL591104,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL590868,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2F)C1,IC50,1.7,nM,B,Homo sapiens,Homo sapiens,8.77
CHEMBL590866,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccc(F)c(F)c2)C1,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL3903139,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,IC50,6.4,nM,B,Homo sapiens,Homo sapiens,8.194
CHEMBL4107658,COCCCn1nc(C)c2c(C)cc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,120.0,nM,B,Homo sapiens,Homo sapiens,6.921
CHEMBL4111823,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2onc(C)c12,IC50,29.0,nM,B,Homo sapiens,Homo sapiens,7.538
CHEMBL3976493,COCCCOc1cc(C(C)N(C(=O)C2CCNC2)C2CC2)cc2occc12,IC50,42.0,nM,B,Homo sapiens,Homo sapiens,7.377
CHEMBL1923121,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c2ccccc2c1,IC50,5.2,nM,B,Homo sapiens,Homo sapiens,8.284
CHEMBL3979486,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL4107073,COCCCn1nc(C)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,58.0,nM,B,Homo sapiens,Homo sapiens,7.237
CHEMBL2419042,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccno1.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens,8.959
CHEMBL4088532,CCc1nc(N)cc(C)c1-c1cc(F)cc2c(C)c(CCOC)[nH]c12,IC50,360.0,nM,B,Homo sapiens,Homo sapiens,6.444
CHEMBL4106517,COCCCOc1cc(C(C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Cl)c1OC,IC50,15.0,nM,B,Homo sapiens,Homo sapiens,7.824
CHEMBL4106854,COCCCOc1ccc2c(c1)[C@H](N(C(=O)[C@H]1CNCCO1)C1CC1)CC2,IC50,44.0,nM,B,Homo sapiens,Homo sapiens,7.357
CHEMBL4112622,COc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Cl)c1OC,IC50,89.0,nM,B,Homo sapiens,Homo sapiens,7.051
CHEMBL4114078,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1CCO2,IC50,1.9,nM,B,Homo sapiens,Homo sapiens,8.721
CHEMBL3986496,COCCCn1ccc2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,14.0,nM,B,Homo sapiens,Homo sapiens,7.854
CHEMBL4112718,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(F)c1OC,IC50,11.0,nM,B,Homo sapiens,Homo sapiens,7.959
CHEMBL3949549,COCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL3945858,COCCCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,3.3,nM,B,Homo sapiens,Homo sapiens,8.481
CHEMBL4112620,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Br)c1OC,IC50,3.9,nM,B,Homo sapiens,Homo sapiens,8.409
CHEMBL4108958,COCCCn1nc(C)c2c(Cl)cc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,15.0,nM,B,Homo sapiens,Homo sapiens,7.824
CHEMBL3977446,COC(=O)NCCCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cnc1OC,IC50,6.7,nM,B,Homo sapiens,Homo sapiens,8.174
CHEMBL3921411,CCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,35.0,nM,B,Homo sapiens,Homo sapiens,7.456
CHEMBL3963089,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1OCC2,IC50,530.0,nM,B,Homo sapiens,Homo sapiens,6.276
CHEMBL4113166,COCCCn1cc(Cl)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,30.0,nM,B,Homo sapiens,Homo sapiens,7.523
CHEMBL4108120,COCCCOc1cc2c(cc1Br)CC[C@H]2N(C(=O)[C@H]1CNCCO1)C1CC1,IC50,6.8,nM,B,Homo sapiens,Homo sapiens,8.167
CHEMBL3913374,COCCCn1cc(Cl)c2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,5.9,nM,B,Homo sapiens,Homo sapiens,8.229
CHEMBL3902335,COCCCOc1cc([C@H](C)N(C(=O)C2CCNC2)C2CC2)cc2occc12,IC50,19.0,nM,B,Homo sapiens,Homo sapiens,7.721
CHEMBL3947995,COCCCn1nc(C)c2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,210.0,nM,B,Homo sapiens,Homo sapiens,6.678
CHEMBL3925920,COCCCOc1ccc2c(c1)[C@@H](N(C(=O)[C@H]1CNCCO1)C1CC1)CC2,IC50,300.0,nM,B,Homo sapiens,Homo sapiens,6.523
CHEMBL4109912,CCc1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1c(C(F)(F)F)cn2CCCCO,IC50,1.3,nM,B,Homo sapiens,Homo sapiens,8.886
CHEMBL3934742,COC(=O)NCCCn1nc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,IC50,6.6,nM,B,Homo sapiens,Homo sapiens,8.18
CHEMBL4111441,COCCCn1cc(C)c2cnc(C(C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,10.0,nM,B,Homo sapiens,Homo sapiens,8.0
CHEMBL3633306,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(CN(C)C)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.9,nM,B,Homo sapiens,Homo sapiens,8.721
CHEMBL1795914,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,IC50,8.5,nM,B,Homo sapiens,Homo sapiens,8.071
CHEMBL1796071,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(Br)cccc21,IC50,0.07,nM,B,Homo sapiens,Homo sapiens,10.155
CHEMBL241458,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,141.0,nM,B,Homo sapiens,Homo sapiens,6.851
CHEMBL4102221,CCc1nc(N)cc(OC)c1-c1ccc2c(c1)N(CCCOC)CCC2,IC50,500.0,nM,B,Homo sapiens,Homo sapiens,6.301
CHEMBL230260,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCC2,IC50,512.0,nM,B,Homo sapiens,Homo sapiens,6.291
CHEMBL240355,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL1796067,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ncccc2c1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL1796071,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(Br)cccc21,IC50,0.57,nM,B,Homo sapiens,Homo sapiens,9.244
