molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism,pIC50
CHEMBL1761533,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC(C)(C)C(=O)O)c1,IC50,6.1,nM,B,Homo sapiens,Homo sapiens,8.215
CHEMBL1824931,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,24.0,nM,B,Homo sapiens,Homo sapiens,7.62
CHEMBL1824939,CC(c1ccccc1)c1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,1000.0,nM,B,Homo sapiens,Homo sapiens,6.0
CHEMBL1824949,COC[C@H]1CN(C(=O)c2c(Oc3c(C)cccc3C)n(C3CCCCC3)c3cccnc23)CCN1,IC50,694.0,nM,B,Homo sapiens,Homo sapiens,6.159
CHEMBL1824955,COC(=O)CC1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,IC50,57.0,nM,B,Homo sapiens,Homo sapiens,7.244
CHEMBL3973683,CCN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)C1CCCNC1.Cl.Cl,IC50,73.0,nM,B,Homo sapiens,Homo sapiens,7.137
CHEMBL4078887,CCc1nc(N)cc(C)c1-c1ccc2c(c1)N(CCCOC)CCC2,IC50,491.0,nM,B,Homo sapiens,Homo sapiens,6.309
CHEMBL2204018,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)C(O)C(C)C.O=C(O)/C=C/C(=O)O,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL2204018,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)C(O)C(C)C.O=C(O)/C=C/C(=O)O,IC50,2.3,nM,B,Homo sapiens,Homo sapiens,8.638
CHEMBL2204739,CC(C)CC(CC(C)C)NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL4217169,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCC3CCNCC3)C2)c1,IC50,80.0,nM,B,Homo sapiens,Homo sapiens,7.097
CHEMBL4206955,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC3CCCN3)C2)c1,IC50,800.0,nM,B,Homo sapiens,Homo sapiens,6.097
CHEMBL4129831,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cnc1-c1ccccc1,IC50,4.4,nM,B,Homo sapiens,Homo sapiens,8.357
CHEMBL4129831,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cnc1-c1ccccc1,IC50,2.8,nM,B,Homo sapiens,Homo sapiens,8.553
CHEMBL4127516,COCCCOc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,100.0,nM,B,Homo sapiens,Homo sapiens,7.0
CHEMBL4129724,COCCCCn1nc(C(C)(C)C)cc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,3.6,nM,B,Homo sapiens,Homo sapiens,8.444
CHEMBL4126453,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nnc1-c1ccccc1,IC50,1.2,nM,B,Homo sapiens,Homo sapiens,8.921
CHEMBL4129081,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nnn1-c1ccccc1,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL4127179,CC(C)CN(C(=O)c1nc2ccccc2n1C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,0.66,nM,B,Homo sapiens,Homo sapiens,9.18
CHEMBL496615,CCOCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,16.0,nM,B,Homo sapiens,Homo sapiens,7.796
CHEMBL1761518,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,IC50,0.028,nM,B,Homo sapiens,Homo sapiens,10.553
CHEMBL1761524,CCOC(=O)[C@H]1C[C@@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.064,nM,B,Homo sapiens,Homo sapiens,10.194
CHEMBL1761534,CCC(CC)(CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1)C(=O)O,IC50,23.4,nM,B,Homo sapiens,Homo sapiens,7.631
CHEMBL1761673,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@H]2C[C@@H]2C(=O)NS(C)(=O)=O)c1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL606026,CCCC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,57.0,nM,B,Homo sapiens,Homo sapiens,7.244
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens,10.046
CHEMBL399200,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)[C@@H](C)O2,IC50,132.0,nM,B,Homo sapiens,Homo sapiens,6.879
CHEMBL3916240,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)[C@H]1CCCNC1.Cl.Cl,IC50,4.6,nM,B,Homo sapiens,Homo sapiens,8.337
CHEMBL1824897,Cc1ccc(F)cc1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2cnc(O)cc2n1C1CCCCC1,IC50,11.0,nM,B,Homo sapiens,Homo sapiens,7.959
CHEMBL564396,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CN(C(C)C)C(c2ccc(OC)c(OCCCOC)c2)=N1,IC50,1000.0,nM,B,Homo sapiens,Homo sapiens,6.0
CHEMBL2023123,CNC[C@@H](NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)[C@@H](O)C1CCCCC1,IC50,0.33,nM,B,Homo sapiens,Homo sapiens,9.481
CHEMBL2023122,CNC[C@H](C[C@@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,5.5,nM,B,Homo sapiens,Homo sapiens,8.26
CHEMBL2023124,CNC[C@H](CC1CCOCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,13.1,nM,B,Homo sapiens,Homo sapiens,7.883
CHEMBL496808,COCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,IC50,165.0,nM,B,Homo sapiens,Homo sapiens,6.783
CHEMBL3400461,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)c2cccc(OC)c2)C(C)C)ccc1OC,IC50,500.0,nM,B,Homo sapiens,Homo sapiens,6.301
CHEMBL3400458,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)CC2CCCCC2)C(C)C)ccc1OC,IC50,30.0,nM,B,Homo sapiens,Homo sapiens,7.523
CHEMBL2365004,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC,IC50,170.0,nM,B,Homo sapiens,Homo sapiens,6.77
CHEMBL4216413,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CN)C2)c1,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL4216413,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CN)C2)c1,IC50,36.0,nM,B,Homo sapiens,Homo sapiens,7.444
CHEMBL4127842,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccn12,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL3400457,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)CC2CCCC2)C(C)C)ccc1OC,IC50,15.0,nM,B,Homo sapiens,Homo sapiens,7.824
CHEMBL3400455,CCN(Cc1ccccc1)C(=O)N[C@@H]1CNC[C@H]1CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,150.0,nM,B,Homo sapiens,Homo sapiens,6.824
CHEMBL3400450,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCc2ccccc2)C(C)C)ccc1OC,IC50,35.0,nM,B,Homo sapiens,Homo sapiens,7.456
CHEMBL3400449,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC2CCCCC2)C(C)C)ccc1OC,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL3400448,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OC2CCCCC2)C(C)C)ccc1OC,IC50,50.0,nM,B,Homo sapiens,Homo sapiens,7.301
CHEMBL3400443,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)CC2CCOCC2)C(C)C)ccc1OC,IC50,500.0,nM,B,Homo sapiens,Homo sapiens,6.301
CHEMBL3400434,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCCc2ccccc2)C(C)C)ccc1OC,IC50,300.0,nM,B,Homo sapiens,Homo sapiens,6.523
CHEMBL3400450,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCc2ccccc2)C(C)C)ccc1OC,IC50,70.0,nM,B,Homo sapiens,Homo sapiens,7.155
CHEMBL1818060,COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,3.7,nM,B,Homo sapiens,Homo sapiens,8.432
CHEMBL1910305,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CN3CCOCC3)c21,IC50,1.5,nM,B,Homo sapiens,Homo sapiens,8.824
CHEMBL1910546,Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)ccn1,IC50,0.04,nM,B,Homo sapiens,Homo sapiens,10.398
CHEMBL3674430,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCCCOC)c(C(C)C)cn2)C2CC2)[C@@H]1O,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL3318953,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)C1,IC50,0.9,nM,B,Homo sapiens,Homo sapiens,9.046
CHEMBL2387571,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2.O=C(O)/C=C/C(=O)O,IC50,1.3,nM,B,Homo sapiens,Homo sapiens,8.886
CHEMBL2387563,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(CC)(CC)CO.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL2387550,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccncc1.O=C(O)/C=C/C(=O)O,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL2387542,COC(=O)C(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(C)C.O=C(O)/C=C/C(=O)O,IC50,1.8,nM,B,Homo sapiens,Homo sapiens,8.745
CHEMBL2387560,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1cc(OC)ccn1.O=C(O)/C=C/C(=O)O,IC50,6.7,nM,B,Homo sapiens,Homo sapiens,8.174
CHEMBL2387556,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(F)cc1F.O=C(O)/C=C/C(=O)O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL2387447,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C.O=C(O)/C=C/C(=O)O,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL2387558,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(F)cn1.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL2387449,Cc1ccc(F)cc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCC(C)(C)C)CC1=O.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens,8.959
CHEMBL3674433,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O)C(C)C,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL1257229,COc1cc(-c2ccccc2Cl)ccc1C(CN)Cc1ccc(OCCOc2c(Cl)cc(C)cc2Cl)cc1,IC50,47.6,nM,B,Homo sapiens,Homo sapiens,7.322
CHEMBL3318929,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cc2)C2CC2)C1.Cl,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL3318945,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O.Cl,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL1824626,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,IC50,57.0,nM,B,Homo sapiens,Homo sapiens,7.244
CHEMBL3318935,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)NCCC(C)C)C2)C2CC2)c2ccccc21,IC50,40.0,nM,B,Homo sapiens,Homo sapiens,7.398
CHEMBL1761519,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,IC50,5.0,nM,B,Homo sapiens,Homo sapiens,8.301
CHEMBL1795906,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3ccccc23)C2CC2)cc(OCCOC)c1,IC50,39.0,nM,B,Homo sapiens,Homo sapiens,7.409
CHEMBL230260,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCC2,IC50,650.0,nM,B,Homo sapiens,Homo sapiens,6.187
CHEMBL1276530,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](C)COC(=O)c1cn(Cc2ccccc2)c2ccccc12,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL484897,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2F)C1,IC50,27.0,nM,B,Homo sapiens,Homo sapiens,7.569
CHEMBL1923127,COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.07,nM,B,Homo sapiens,Homo sapiens,10.155
CHEMBL285955,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)COc2ccncc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL1824642,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,IC50,8.0,nM,B,Homo sapiens,Homo sapiens,8.097
CHEMBL1818046,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2CC[C@H](N)C2)C1,IC50,19.0,nM,B,Homo sapiens,Homo sapiens,7.721
CHEMBL1818066,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@H]1CN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)CCO1,IC50,3.8,nM,B,Homo sapiens,Homo sapiens,8.42
CHEMBL1946466,Cc1cccc(CN(C(=O)[C@H]2CNCC(=O)N2c2ccc(OCCOc3c(Cl)cc(F)cc3Cl)cc2)C2CC2)c1C,IC50,10.23,nM,B,Homo sapiens,Homo sapiens,7.99
CHEMBL1818040,CNC[C@H](CC(C)(C)C)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Oc2ccccc2)C1,IC50,420.0,nM,B,Homo sapiens,Homo sapiens,6.377
CHEMBL1824632,CCc1ccnc2c1c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,IC50,89.0,nM,B,Homo sapiens,Homo sapiens,7.051
CHEMBL1824630,COc1ccc2c(C(=O)N3CCNCC3)c(Oc3c(C)cccc3C)n(-c3ccccc3)c2n1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL1824934,Cc1c(F)cc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,107.0,nM,B,Homo sapiens,Homo sapiens,6.971
CHEMBL1824938,O=C(c1c(Cc2ccccc2)n(-c2ccccc2)c2cccnc12)N1CCNCC1,IC50,939.0,nM,B,Homo sapiens,Homo sapiens,6.027
CHEMBL1824954,CCCCC1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,IC50,285.0,nM,B,Homo sapiens,Homo sapiens,6.545
CHEMBL1824965,COc1ccc2c(n1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,IC50,590.0,nM,B,Homo sapiens,Homo sapiens,6.229
CHEMBL1825180,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ccncc2n1-c1ccccc1,IC50,112.0,nM,B,Homo sapiens,Homo sapiens,6.951
CHEMBL1825184,COc1cc2c(C(=O)N3CCNCC3)c(Cc3cccc(F)c3C)n(-c3ccccc3)c2cn1,IC50,850.0,nM,B,Homo sapiens,Homo sapiens,6.071
CHEMBL1825188,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cl)c2n1-c1ccccc1,IC50,517.0,nM,B,Homo sapiens,Homo sapiens,6.287
CHEMBL1824935,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,15.0,nM,B,Homo sapiens,Homo sapiens,7.824
CHEMBL1824936,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,36.0,nM,B,Homo sapiens,Homo sapiens,7.444
CHEMBL3318957,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL4080664,CCc1nc(N)cc(OC)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,IC50,45.0,nM,B,Homo sapiens,Homo sapiens,7.347
CHEMBL3633115,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)CCOc2ccccc2)C(C)C)C(C)C)ccc1OC.Cl,IC50,8.5,nM,B,Homo sapiens,Homo sapiens,8.071
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,2.3,nM,B,Homo sapiens,Homo sapiens,8.638
CHEMBL3633104,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccccc2F)C(C)C)C(C)C)ccc1OC.Cl,IC50,9.2,nM,B,Homo sapiens,Homo sapiens,8.036
CHEMBL3633130,CCCCCCc1cn(CC(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc2ccc(OC)c(OCCCOC)c2)C(C)C)C(C)C)nn1.Cl,IC50,17.1,nM,B,Homo sapiens,Homo sapiens,7.767
CHEMBL4202961,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNCCO)C2)c1,IC50,63.0,nM,B,Homo sapiens,Homo sapiens,7.201
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL509903,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@@H]2CNC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL508205,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.16,nM,B,Homo sapiens,Homo sapiens,9.796
CHEMBL510710,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4ccc(Cl)cc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,38.0,nM,B,Homo sapiens,Homo sapiens,7.42
CHEMBL501586,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4cccs4)C[C@@H](C2)N3)cc1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL505635,Cc1cc(Cl)c(OCCOc2ncc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)[C@H]4CNC[C@@H](C3)N4)s2)c(Cl)c1,IC50,23.0,nM,B,Homo sapiens,Homo sapiens,7.638
CHEMBL454732,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,24.0,nM,B,Homo sapiens,Homo sapiens,7.62
CHEMBL504403,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CNC[C@@H](C2)N3)cc1,IC50,129.0,nM,B,Homo sapiens,Homo sapiens,6.889
CHEMBL4207648,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNC)C2)c1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens,8.886
CHEMBL4129724,COCCCCn1nc(C(C)(C)C)cc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL3889771,CCCCCCc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,24.0,nM,B,Homo sapiens,Homo sapiens,7.62
CHEMBL3633120,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2ccc(OC)c(OC)c2)C(C)C)C(C)C)ccc1OC.Cl,IC50,4.4,nM,B,Homo sapiens,Homo sapiens,8.357
CHEMBL3633125,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@H](C)c2ccc(Br)cc2)C(C)C)C(C)C)ccc1OC.Cl,IC50,33.7,nM,B,Homo sapiens,Homo sapiens,7.472
CHEMBL3633107,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2cc(F)ccc2F)C(C)C)C(C)C)ccc1OC.Cl,IC50,12.4,nM,B,Homo sapiens,Homo sapiens,7.907
CHEMBL3633103,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccccc2)C(C)C)C(C)C)ccc1OC.Cl,IC50,34.0,nM,B,Homo sapiens,Homo sapiens,7.469
CHEMBL3633111,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccc(OC(F)(F)F)cc2)C(C)C)C(C)C)ccc1OC.Cl,IC50,13.4,nM,B,Homo sapiens,Homo sapiens,7.873
CHEMBL3633113,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)CC2CCCCC2)C(C)C)C(C)C)ccc1OC.Cl,IC50,15.5,nM,B,Homo sapiens,Homo sapiens,7.81
CHEMBL2017102,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,IC50,0.27,nM,B,Homo sapiens,Homo sapiens,9.569
CHEMBL2017102,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL3674435,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)(C)OC)cn2)C2CC2)[C@@H]1O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL3318955,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1,IC50,0.9,nM,B,Homo sapiens,Homo sapiens,9.046
CHEMBL3633116,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCCc2ccccc2)C(C)C)C(C)C)ccc1OC.Cl,IC50,12.1,nM,B,Homo sapiens,Homo sapiens,7.917
