molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism
CHEMBL241241,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,182.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL429642,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC#N)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,62.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL393363,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cccc(C(F)(F)F)c1)O2,IC50,60.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL398387,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C1(CC1)O2,IC50,100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL239745,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1ccc(F)cc1)O2,IC50,325.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910311,Cc1noc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)n1,IC50,0.03,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910317,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(OC(F)F)c2)c2cccc(F)c12)C1CC1,IC50,14.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761525,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@H]2C[C@@H]2C(=O)O)c1,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL497821,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,40.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL524076,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(C)c2)C1,IC50,67.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL519217,COCCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNCC(F)(F)F)CC2CCCCC2)C1,IC50,1400.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL393109,CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,IC50,41.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL238866,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1ccc(F)c(F)c1)O2,IC50,66.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL592047,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)NC)c2cccc(Cl)c2)C1,IC50,46.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL591813,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNS(N)(=O)=O)c2cccc(Cl)c2)C1,IC50,297.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL592762,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,IC50,0.59,nM,B,Homo sapiens,Homo sapiens
CHEMBL591105,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,7.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL74875,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)N1CCOCC1,IC50,140.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957791,CCC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,IC50,8.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL559358,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL536992,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,13.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL556765,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCCN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536084,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957677,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2cccnc2)c(Cl)c1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL241663,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)[C@](C)(c1cc(F)cc(F)c1)O2,IC50,48.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL24423,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2ncccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens
CHEMBL591579,CCOC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,170.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3915443,COc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccccc12,IC50,31.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4113985,COCCCn1cc(C)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4106519,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccoc12,IC50,2.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL4113204,COCCCn1nc(F)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4110551,COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,IC50,0.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL3962635,COC(=O)NCCCn1nc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,IC50,3.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL4109316,CCc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2204017,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,IC50,2.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL3545059,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,IC50,1.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL299870,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,76.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL376277,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(=O)(=O)N(C)C)c1)c1ccccc1,IC50,50000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL381076,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CC(=O)O)C(=O)CO3)cc1,IC50,364.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1092187,COCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,7.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3144415,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Ki,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,Ki,13000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL240566,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,IC50,52.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL382977,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,7.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL591105,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.87,nM,B,Homo sapiens,Homo sapiens
CHEMBL590866,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccc(F)c(F)c2)C1,IC50,16.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1256490,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4CCC(=O)N(C)C)cc3C)cc2)c(Cl)c1,IC50,1111.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL429459,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,43.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1256491,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4CCOC(N)=O)cc3C)cc2)c(Cl)c1,IC50,103.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1258394,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccnc(N)c4)cc3C)cc2)c(Cl)c1,IC50,228.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4113040,COCCCn1nc(C)c2ccc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,78.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL222209,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)c1)c1ccc(F)cc1,IC50,50000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL296860,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@@H](O)CCSC(C)C,IC50,4800.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL270515,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,Inhibition,-3.0,%,B,Homo sapiens,Homo sapiens
CHEMBL1276678,CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910292,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910288,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(Cl)c2)C2CC2)cc(OCCOC)c1,IC50,960.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910303,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CCC#N)c21,IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910309,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccon2)c2cccc(F)c12)C1CC1,IC50,5.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910310,Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)no1,IC50,0.36,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910321,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,IC50,3.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL238457,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCO2,IC50,2700.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL240391,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL393218,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,890.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL584926,COc1ccc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,IC50,23200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142178,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,0.57,nM,B,Homo sapiens,Homo sapiens
CHEMBL1076463,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)CCNC2)C2CC2)c1C,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3350345,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)C(CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1076451,CC1(C)CNCC(C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)=C1c1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1,IC50,31.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1076462,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@H]3CC[C@H]2N3)C2CC2)c1C,IC50,0.74,nM,B,Homo sapiens,Homo sapiens
CHEMBL1076446,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C(C)(C)CNC2)C2CC2)c1C,IC50,170.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3144409,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Ki,580.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2024248,CNC[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.56,nM,B,Homo sapiens,Homo sapiens
CHEMBL1270770,CC1(C)CN(C(=O)c2c(Oc3ccccc3)n(-c3ccccc3)c3ccccc23)CCN1,IC50,7300.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143474,CC(C)CCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C,IC50,0.41,nM,B,Homo sapiens,Homo sapiens
CHEMBL1270669,CC1CN(C(=O)c2c(Oc3ccccc3)n(-c3ccccc3)c3ccccc23)CCN1,IC50,6460.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4128795,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(C)(C)O)C2)nc2ccccc21,IC50,0.72,nM,B,Homo sapiens,Homo sapiens
CHEMBL4130200,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,IC50,0.32,nM,B,Homo sapiens,Homo sapiens
CHEMBL4128438,COCCCCn1c(C(=O)N(CC(C)C)[C@H]2CCCNC2)nc2ccccc21,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL23793,CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CC#CCNC(C)=O)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4126136,CCCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,0.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL4130109,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)ncn1-c1ccccc1,IC50,0.83,nM,B,Homo sapiens,Homo sapiens
CHEMBL4126453,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nnc1-c1ccccc1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633112,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccc3ccccc3c2)C(C)C)C(C)C)ccc1OC.Cl,IC50,11.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633127,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C3CC3)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142287,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CO,Inhibition,98.0,%,B,Homo sapiens,Homo sapiens
CHEMBL4126759,CCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,IC50,21.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633108,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2cccc(Cl)c2)C(C)C)C(C)C)ccc1OC.Cl,IC50,9.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633122,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2ccccn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL28050,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)COc1ccccc1)C(C)C,IC50,20.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322897,Cl.Clc1ccc(N(C[C@H]2CNC[C@@H]2Cc2ccccc2)c2ccccc2)cc1,IC50,18000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3937249,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2onc(C)c12,IC50,200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4111407,COCCCCn1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2c(F)ccnc21,IC50,3.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL3949099,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccoc12,IC50,89.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4112545,COCCCn1ncc2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,3.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795908,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)cc1=O,IC50,20.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796075,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.48,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795913,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,IC50,4.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL2016935,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Br)no1,IC50,402.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017105,CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,IC50,166.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017100,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc3ccccc23)c1Br,IC50,4.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL313089,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CSCNC(C)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,40000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910321,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,IC50,0.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910304,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CS(C)(=O)=O)c21,IC50,2.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910320,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(F)c(F)c2)c2cccc(F)c12)C1CC1,IC50,12.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL26486,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)Cc1ccccc1)C(O)C(=O)O)C(C)C,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL352523,COC(=O)C(O)[C@H](CC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,8.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL286886,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,12.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL74362,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN)C(C)C)nnc12,IC50,78.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL306338,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,IC50,0.29,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796074,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccc(F)c3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.63,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796077,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccnc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.88,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796072,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2c[nH]c3cccc(F)c23)C2CC2)cc1=O,IC50,8.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796077,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccnc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818059,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,47.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818069,CCc1cccc(-c2c(Cl)cccc2[C@](O)(CCCCOC)[C@H]2CN(C(=O)[C@@H]3C[C@H](O)[C@H](N)C3)CCO2)c1,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2204740,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,IC50,2.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL150414,COP(=O)(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)OC,IC50,15000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL299325,CC(C)CSCC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,4100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322610,COCCCOc1cc(C(=O)N(CC2CNCC2Cc2ccccc2)C(C)C)ccc1OC.Cl,IC50,450.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322896,Cl.Clc1ccc(N(C[C@@H]2CNC[C@H]2Cc2ccccc2)c2ccccc2)cc1,IC50,7600.0,nM,B,Homo sapiens,Homo sapiens
