molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism
CHEMBL1818039,CNC[C@H](CC(C)C)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Oc2ccccc2)C1,IC50,8.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL2024248,CNC[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.42,nM,B,Homo sapiens,Homo sapiens
CHEMBL557063,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,5.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL550005,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(CC)c(OCCCOC)c1)C(C)C)C(C)C,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL550412,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(Cc1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,14.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017113,COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,IC50,0.67,nM,B,Homo sapiens,Homo sapiens
CHEMBL3674434,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(CC(C)C)c2cc(OC)c(C(C)C)cn2)C1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL3674428,CCOC[C@@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1)C1CCCCC1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4110011,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2cnn(C)c12,IC50,67.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4209579,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CN)C2)c1,IC50,63.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3963709,COCCCn1ncc2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,12.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4110190,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1OCC2,IC50,8.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL3921159,COc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)nc2ccccc12,IC50,72.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4107971,COCCCn1nc(C)c2c(Cl)cc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,41.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4126556,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cnc1C(C)(C)C,IC50,48.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3916704,COCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(N)=O)C1,IC50,4.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL3961799,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)[C@H]1CCCNC1,IC50,4.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL3959431,COC(=O)[C@@H]1CNC[C@@H](N(CC(C)C)C(=O)c2cnc(C(C)(C)C)nc2NCc2ccco2)C1,IC50,3.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1231601,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CC(C)(C)CC(=O)N1C[C@H](C(=O)OC)Cc2ccccc21,IC50,0.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048578,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)cc(F)c2)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,5.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048702,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(C)C.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633136,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C(C)O)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633137,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C3(O)CCCC3)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,5.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923112,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccccc1Cl)C1CC1,IC50,7.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923125,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2cccnc12)C1CC1,IC50,0.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923132,COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL557064,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(/C=C/CCOC)c1)C(C)C,IC50,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL550673,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(Br)c(OCCCOC)c1)C(C)C,IC50,8.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4109947,COCCCn1nc(C)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,1.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL4109537,COCCCOc1cc(OC)cc(C(C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3952511,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OC,IC50,240.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4115537,COCCCn1ccc2ncc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,28.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048575,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cccc(F)c2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048569,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048565,COCCCOc1ccccc1N1CCN(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)(C)C1=O.O=C(O)/C=C/C(=O)O,IC50,170.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048568,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,3.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048571,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048576,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2F)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048701,COc1ccc(Cl)c(N2CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC2=O)c1.O=C(O)/C=C/C(=O)O,IC50,2.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL31479,COc1ccc(CO[C@H]2CNCC[C@@H]2c2ccc(Cl)cc2)cc1,IC50,25000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL371426,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3ccccc3c2)cc1,IC50,54.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910286,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccccc2)C2CC2)cc(OCCOC)c1,IC50,990.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910291,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(Cl)c(F)c2)C2CC2)cc(OCCOC)c1,IC50,120.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910296,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910319,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1,IC50,0.04,nM,B,Homo sapiens,Homo sapiens
CHEMBL1256493,CC(=O)NCCCc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,IC50,0.97,nM,B,Homo sapiens,Homo sapiens
CHEMBL3674429,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(CC(C)C)c2cc(OCCCOC)c(C(C)C)cn2)C1,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048570,Cc1ccccc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1=O.O=C(O)/C=C/C(=O)O,IC50,1.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017108,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)O,IC50,4.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL3936161,COCCCn1nc(C)c2c(F)cc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,21.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3905295,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cc(F)cnc21,IC50,8.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322205,COCCCCC1(CNC(=O)C2CCCNC2)c2ccccc2Oc2ccccc21,IC50,4000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2419039,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,IC50,5.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens
CHEMBL1257460,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3Cl)cc2)c(Cl)c1,IC50,764.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818062,COC(=O)NCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818057,COCCCC[C@@](O)(c1cc(F)ccc1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,4700.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401345,CC(C)[C@]1(C)CC(=O)N(Cc2cccc(N3CC(c4cccc(Cl)c4)CC3=O)c2)C(=N)N1,Ki,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3674433,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O)C(C)C,IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL4072875,CCc1nc(N)cc(C)c1-c1cccc2cc[nH]c12,IC50,10200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318942,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)c(OCCCOC)n2)C2CC2)C1.Cl,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3674431,CCOC[C@H](NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1)C(C)C,IC50,0.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL4077961,COCCCN1CCCc2ccc(-c3cnc(N)cc3OC)cc21,IC50,100000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4098706,CCc1nc(N)cc(C)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,IC50,69.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318950,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O,IC50,0.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,IC50,50000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318945,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)[C@@H]1O.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318938,COCCCn1cc(CN(C(=O)[C@H]2CNC[C@@H](C(=O)Nc3c(C)cccc3OC)C2)C2CC2)c2ccccc21,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318930,Cc1ccc(S(=O)(=O)N[C@@H]2CNC[C@H](C(=O)NC(c3ccccc3)c3ccccc3)C2)cc1,IC50,1200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3403981,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Oc2ccc(C(F)(F)F)cc2)C(C)C)ccc1OC,IC50,450.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923128,CCN(CC)CCCc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923126,O=C1O[C@@]2(CCNC[C@@H]2C(=O)N(Cc2cccc(C(F)(F)F)c2Cl)C2CC2)c2cc(F)c(F)cc21,IC50,49.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923124,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccnc2ccccc12)C1CC1,IC50,7.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923108,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCCc2ccccc23)C2CC2)cc(OCCOC)c1,IC50,390.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923120,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2ccccc12)C1CC1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923123,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1nccc2ccccc12)C1CC1,IC50,1.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923130,COCCCc1cc(CCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL4108760,COCCOCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccccc21,IC50,16.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4113434,COCCCOc1cc(OC)cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1,IC50,7.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910293,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cc(F)cc(F)c2)C2CC2)cc(OCCOC)c1,IC50,230.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910302,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)cn(CCCOC)c12,IC50,0.04,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910315,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccccc2)c2cccc(F)c12)C1CC1,IC50,1.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910320,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(F)c(F)c2)c2cccc(F)c12)C1CC1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910545,Cc1ccc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)cn1,IC50,48.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL604248,CCC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL591104,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL590868,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2F)C1,IC50,1.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL590866,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccc(F)c(F)c2)C1,IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL4074387,CCc1nc(N)cc(C)c1-c1cc(F)cc2c(C)c[nH]c12,IC50,8260.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3903139,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,IC50,6.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL4107658,COCCCn1nc(C)c2c(C)cc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,120.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4111823,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2onc(C)c12,IC50,29.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3976493,COCCCOc1cc(C(C)N(C(=O)C2CCNC2)C2CC2)cc2occc12,IC50,42.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923121,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c2ccccc2c1,IC50,5.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923108,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCCc2ccccc23)C2CC2)cc(OCCOC)c1,IC50,1200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3979486,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,IC50,7.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4107073,COCCCn1nc(C)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,58.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2419042,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccno1.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL3403998,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OC(=O)N2CCCC2)C(C)C)ccc1OC,IC50,1150.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401350,CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(C(=O)N[C@@H](C)c3ccccc3)c2)C(=N)N1,Ki,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL4088532,CCc1nc(N)cc(C)c1-c1cc(F)cc2c(C)c(CCOC)[nH]c12,IC50,360.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4106517,COCCCOc1cc(C(C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Cl)c1OC,IC50,15.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4106854,COCCCOc1ccc2c(c1)[C@H](N(C(=O)[C@H]1CNCCO1)C1CC1)CC2,IC50,44.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4112622,COc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Cl)c1OC,IC50,89.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4114078,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1CCO2,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL3986496,COCCCn1ccc2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,14.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4112718,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(F)c1OC,IC50,11.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3949549,COCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL3945858,COCCCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,3.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL4112620,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Br)c1OC,IC50,3.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL4108958,COCCCn1nc(C)c2c(Cl)cc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,15.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3977446,COC(=O)NCCCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cnc1OC,IC50,6.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL3921411,CCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,35.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3963089,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1OCC2,IC50,530.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4113166,COCCCn1cc(Cl)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,30.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4108120,COCCCOc1cc2c(cc1Br)CC[C@H]2N(C(=O)[C@H]1CNCCO1)C1CC1,IC50,6.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL3913374,COCCCn1cc(Cl)c2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,5.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL3902335,COCCCOc1cc([C@H](C)N(C(=O)C2CCNC2)C2CC2)cc2occc12,IC50,19.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3947995,COCCCn1nc(C)c2ccc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,210.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3925920,COCCCOc1ccc2c(c1)[C@@H](N(C(=O)[C@H]1CNCCO1)C1CC1)CC2,IC50,300.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4109912,CCc1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1c(C(F)(F)F)cn2CCCCO,IC50,1.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL3934742,COC(=O)NCCCn1nc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,IC50,6.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL4111441,COCCCn1cc(C)c2cnc(C(C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,10.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633306,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(CN(C)C)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795914,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,IC50,8.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796071,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(Br)cccc21,IC50,0.07,nM,B,Homo sapiens,Homo sapiens
CHEMBL4068297,CCc1nc(N)cc(C)c1-c1cccc2c(C)c[nH]c12,IC50,3370.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL241458,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,141.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL4102221,CCc1nc(N)cc(OC)c1-c1ccc2c(c1)N(CCCOC)CCC2,IC50,500.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL230260,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCC2,IC50,512.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL240355,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,IC50,20.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796067,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ncccc2c1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796071,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2c(Br)cccc21,IC50,0.57,nM,B,Homo sapiens,Homo sapiens
